"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63073","Setup account with password login for Turkey eVisa","Setup Account","2026-07-22","broken","2026-07-22","","","",""
